"","census_2018","estz_total_sim","estz_core_sim","estz_supplemental_sim","estz_total_quint_sim","estz_core_quint_sim","estz_supplemental_quint_sim","estz_total_admin","estz_core_admin","estz_supplemental_admin","estz_total_quint_admin","estz_core_quint_admin","estz_supplemental_quint_admin"
"378","5740",0.0275044167534024,0.0174007534562342,0.28125,5,5,5,0.765625,0.484375,0.28125,5,5,5
"379","5810",0.0208224239605341,0.0128137997373501,0.27777779,5,4,5,0.72222221,0.44444445,0.27777779,5,5,5
"380","5820",0.0290703253641008,0.0239402670416023,0.15000001,5,5,5,0.85000002,0.69999999,0.15000001,5,5,5
"381","5830",0.0127851483038032,0.0114393426582041,0.055555556,4,4,4,0.52777779,0.47222221,0.055555556,5,5,4
"382","5840",0.0210073750674312,0.0140049167116208,0.2037037,5,4,5,0.6111111,0.4074074,0.2037037,5,5,5
"383","5850",0.00606273993843156,0,0.27586207,3,1,5,0.27586207,0,0.27586207,4,1,5
"384","5860",0.0228828066296005,0.0155012564839537,0.23809524,5,5,5,0.73809522,0.5,0.23809524,5,5,5
"385","5900",0.0064878601613515,0.0064878601613515,0,3,3,2,0.27777779,0.27777779,0,4,4,2
"386","5910",0.0362946808357164,0.0311097265935698,0.13636364,5,5,5,0.95454544,0.81818181,0.13636364,5,5,5
"387","5920",0.028722810146781,0.0224787197529944,0.17857143,5,5,5,0.8214286,0.64285713,0.17857143,5,5,5
"388","5940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","6005",0.000679239235867315,0.000679239235867315,0,1,1,2,0.033333335,0.033333335,0,1,2,2
"390","6010",0.00745334011037247,0.000993778717821547,0.29545453,3,2,5,0.34090909,0.045454547,0.29545453,4,2,5
"391","6020",0.000922472038112498,0,0.041666668,1,1,3,0.041666668,0,0.041666668,2,1,4
"392","6040",0.00502982200033122,0,0.16666667,3,1,5,0.16666667,0,0.16666667,3,1,5
"393","6050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","6115",0,0,0,1,1,2,0,0,0,1,1,2
"395","6120",0.000489334728098099,0,0.023809524,1,1,3,0.023809524,0,0.023809524,1,1,3
"396","6130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","6200",0.00343458906921857,0.00343458906921857,0,2,3,2,0.16666667,0.16666667,0,3,3,2
"398","6210",0,0,0,1,1,2,0,0,0,1,1,2
"399","6220",0,0,0,1,1,2,0,0,0,1,1,2
"400","6230",0,0,0,1,1,2,0,0,0,1,1,2
"401","6240",0,0,0,1,1,2,0,0,0,1,1,2
"402","6250",0,0,0,1,1,2,0,0,0,1,1,2
"403","6260",0.000678997417852449,0,0.03125,1,1,3,0.03125,0,0.03125,1,1,3
"404","6305",0.0012019087635716,0,0.053571429,2,1,4,0.017857143,0,0.017857143,1,1,3
"405","6330",0.000843170513038221,0.000843170513038221,0,1,2,2,0.01923077,0.01923077,0,1,1,2
"406","6355",0.000979207453826382,0.000979207453826382,0,1,2,2,0.047619049,0.047619049,0,2,2,2
"407","6360",0,0,0,1,1,2,0,0,0,1,1,2
"408","6400",0.0011153714491855,0.0011153714491855,0,1,2,2,0.0250000005,0.0250000005,0,1,1,2
"409","6410",0.000599323312351445,0.000599323312351445,0,1,1,2,0.013157895,0.013157895,0,1,1,2
"410","6441",0,0,0,1,1,2,0,0,0,1,1,2
"411","6442",0.000691465228425791,0.000691465228425791,0,1,1,2,0.033333335,0.033333335,0,1,2,2
"412","6460",0,0,0,1,1,2,0,0,0,1,1,2
"413","6500",0,0,0,1,1,2,0,0,0,1,1,2
"414","6515",0.000389258503427988,0.000389258503427988,0,1,1,2,0.017857144,0.017857144,0,1,1,2
"415","6520",0.00131990935870415,0.000439969800313749,0.041666668,2,1,3,0.0625,0.020833334,0.041666668,2,1,4
"416","6530",0,0,0,1,1,2,0,0,0,1,1,2
"417","6540",0.000807160566208373,0.000807160566208373,0,1,2,2,0.03846154,0.03846154,0,1,2,2
"418","6600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","6660",0.00509871086450698,0.00480695912844612,0.013157895,3,3,3,0.22994988,0.21679199,0.013157895,3,4,3
"420","6700",0.0010572637910212,0.0010572637910212,0,1,2,2,0.050000001,0.050000001,0,2,2,2
"421","6710",0,0,0,1,1,2,0,0,0,1,1,2
"422","6720",0,0,0,1,1,2,0,0,0,1,1,2
"423","6730",0,0,0,1,1,2,0,0,0,1,1,2
"424","6740",0,0,0,1,1,2,0,0,0,1,1,2
"425","6750",0.000957177190478485,0.000957177190478485,0,1,2,2,0.045454547,0.045454547,0,2,2,2
"426","6765",0.00634691069951581,0.00634691069951581,0,3,3,2,0.154166663,0.154166663,0,3,3,2
"427","6800",0.00221497041375345,0.00110748518583451,0.052631579,2,2,4,0.03508772,0.0175438596666667,0.0175438596666667,1,1,3
"428","6821",0,0,0,1,1,2,0,0,0,1,1,2
"429","6825",0.000414706915282642,9.32077245413079e-05,0.014556576,1,1,3,0.01877676,0.004220183,0.014556576,1,1,3
"430","6835",0.0011197335901958,0.000798234399454464,0.014556576,1,2,3,0.0260550475,0.018776759,0.007278288,1,1,3
"431","6850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","6920",0,0,0,1,1,2,0,0,0,1,1,2
"433","6950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","7000",0.00586454470581182,0.00342098434004579,0.11363637,3,3,4,0.27272728,0.15909091,0.11363637,4,3,5
"435","7010",0.00603299740952363,0.00603299740952363,0,3,3,2,0.28,0.28,0,4,4,2
"436","7020",0.00623705651983226,0.00355487738085313,0.129166668,3,3,5,0.15,0.0854166675,0.064583334,3,2,4
"437","7030",0.00346809763385806,0.00260107322539354,0.03846154,2,2,3,0.15384616,0.11538462,0.03846154,3,3,4
"438","7040",0.000817190416848817,0.000544793597067912,0.012820513,1,1,3,0.03846154,0.025641026,0.012820513,1,1,3
"439","7050",0.0045212063284286,0.00376767201571061,0.033333335,3,3,3,0.2,0.16666667,0.033333335,3,3,4
"440","7100",0.0248555954581228,0.0205951898933896,0.197115389,5,5,5,0.14342766875,0.1187882445,0.024639423625,3,3,3
"441","7110",0.00272715669123758,0.00272715669123758,0,2,2,2,0.125,0.125,0,2,3,2
"442","7120",0.00293115849518117,0.00293115849518117,0,2,3,2,0.13636364,0.13636364,0,3,3,2
"443","7130",0.00327760474583636,0.00196656284750182,0.0625,2,2,4,0.15625,0.09375,0.0625,3,3,4
"444","7140",0,0,0,1,1,2,0,0,0,1,1,2
"445","7150",0,0,0,1,1,2,0,0,0,1,1,2
"446","7160",0,0,0,1,1,2,0,0,0,1,1,2
"447","7200",0.00214147096609208,0.00178455919551596,0.016666668,2,2,3,0.1,0.083333336,0.016666668,2,2,3
"448","7210",0.000418332045109902,0.000418332045109902,0,1,1,2,0.01923077,0.01923077,0,1,1,2
"449","7220",0.00308481728328214,0.00308481728328214,0,2,3,2,0.048809526,0.048809526,0,2,2,2
"450","7240",0.000787116898160002,0.000787116898160002,0,1,2,2,0.0119047623333333,0.0119047623333333,0,1,1,2
"451","7260",0.00123556647813075,0.00123556647813075,0,2,2,2,0.0196078433333333,0.0196078433333333,0,1,1,2
"452","7300",0.00122472175028337,0.000533820273228812,0.032820513,2,1,3,0.02923077,0.012820513,0.0164102565,1,1,3
"453","7315",0.000683065535819526,0.000683065535819526,0,1,1,2,0.033333335,0.033333335,0,1,2,2
"454","7320",0.00138333802299226,0.00138333802299226,0,2,2,2,0.064516127,0.064516127,0,2,2,2
"455","7330",0.00689330677775488,0.00689330677775488,0,3,4,2,0.08008756025,0.08008756025,0,2,2,2
"456","7340",0.00285782384936754,0.00285782384936754,0,2,3,2,0.13333334,0.13333334,0,3,3,2
"457","7350",0.00236474632144242,0.00236474632144242,0,2,2,2,0.11111111,0.11111111,0,2,3,2
"458","7360",0.000455138332867588,0.000455138332867588,0,1,1,2,0.021739131,0.021739131,0,1,1,2
"459","7410",0,0,0,1,1,2,0,0,0,1,1,2
"460","7420",0,0,0,1,1,2,0,0,0,1,1,2
"461","7430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","7440",0.000797942189050107,0.000797942189050107,0,1,2,2,0.03846154,0.03846154,0,1,2,2
"463","7510",0.00344610681494182,0.00114870232257308,0.10526316,2,2,4,0.15789473,0.052631579,0.10526316,3,2,5
"464","7520",0,0,0,1,1,2,0,0,0,1,1,2
"465","7540",0.00154525070975789,0.00154525070975789,0,2,2,2,0.071428575,0.071428575,0,2,2,2
"466","7550",0.000736944926642461,0.000736944926642461,0,1,1,2,0.035714287,0.035714287,0,1,2,2
"467","7560",0,0,0,1,1,2,0,0,0,1,1,2
"468","7610",0,0,0,1,1,2,0,0,0,1,1,2
"469","7640",0.0143537479986949,0.00812708789838648,0.271929832,4,4,5,0.0704539132222222,0.0402394888888889,0.0302144257777778,2,2,3
"470","7700",0.00960696317166211,0.00960696317166211,0,4,4,2,0.44999999,0.44999999,0,5,5,2
"471","7710",0.0010482646744203,0.00069884313724549,0.016666668,1,1,3,0.050000001,0.033333335,0.016666668,2,2,3
"472","7720",0.00908504872908185,0.00676238833493221,0.094537817,3,3,4,0.124840848,0.093328243,0.0315126056666667,2,2,4
"473","7730",0.00186017859480908,0.00186017859480908,0,2,2,2,0.083333336,0.083333336,0,2,2,2
"474","7740",0,0,0,1,1,2,0,0,0,1,1,2
"475","7750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","7800",0.00197579315640868,0.0013171954059931,0.027777778,2,2,3,0.083333336,0.055555556,0.027777778,2,2,3
"477","7810",0.00278443548496614,0.000928145191356026,0.083333336,2,2,4,0.0416666666666667,0.0138888893333333,0.0277777786666667,1,1,3
"478","7830",0.00113958879867333,0.00113958879867333,0,2,2,2,0.050000001,0.050000001,0,2,2,2
"479","7840",0.00327366315012004,0.00280599698581718,0.02,2,2,3,0.14,0.12,0.02,3,3,3
"480","7850",0,0,0,1,1,2,0,0,0,1,1,2
"481","7855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","7905",0.0272610504104889,0.0222569717215779,0.220375039,5,5,5,0.30071369,0.245619925,0.05509375975,4,4,4
"483","7925",0.00295333568632043,0.00227180311352362,0.03125,2,2,3,0.0455043866666667,0.03508772,0.0104166666666667,2,2,3
"484","7950",0.000683255594211483,0.000683255594211483,0,1,1,2,0.03125,0.03125,0,1,2,2
"485","8000",0.00255567704506462,0.00127783854553341,0.055555556,2,2,4,0.11111111,0.055555556,0.055555556,2,2,4
"486","8025",0.00386450649697248,0.00258666799744126,0.055555556,3,2,4,0.034354575,0.0232434642,0.0111111112,1,1,3
"487","8030",0.00182715472259203,0.00182715472259203,0,2,2,2,0.086206898,0.086206898,0,2,2,2
"488","8040",0,0,0,1,1,2,0,0,0,1,1,2
"489","8060",0.00494894800234748,0.00209323245248297,0.13333334,3,2,5,0.11354167,0.046875,0.06666667,2,2,4
"490","8100",0,0,0,1,1,2,0,0,0,1,1,2
"491","8130",0.00253626753193393,0.00126813376596697,0.05882353,2,2,4,0.11764706,0.05882353,0.05882353,2,2,4
"492","8140",0.00150386270158388,0.00037750594633063,0.05172414,2,1,4,0.034195404,0.008333334,0.02586207,1,1,3
"493","8225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","8250",0.00631780779125016,0.00574346162840924,0.02,3,3,3,0.22,0.2,0.02,3,3,3
"495","8255",0.00451088343340946,0.00150362783419211,0.13043478,3,2,5,0.19565217,0.065217391,0.13043478,3,2,5
"496","8256",0,0,0,1,1,2,0,0,0,1,1,2
"497","8300",0,0,0,1,1,2,0,0,0,1,1,2
"498","8310",0.000535089415567151,0.000535089415567151,0,1,1,2,0.017857144,0.017857144,0,1,1,2
"499","8320",0,0,0,1,1,2,0,0,0,1,1,2
"500","8335",0,0,0,1,1,2,0,0,0,1,1,2
"501","8350",0,0,0,1,1,2,0,0,0,1,1,2
"502","8365",0.00736545337880336,0.00254800170029633,0.197222224,3,2,5,0.075694447,0.02638888925,0.049305556,2,1,4
"503","8450",0.000498956069051267,0,0.022727273,1,1,3,0.022727273,0,0.022727273,1,1,3
"504","8465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","8500",0.00378137730311974,0.00162059033758921,0.1,3,2,4,0.175,0.075000003,0.1,3,2,5
"506","8510",0,0,0,1,1,2,0,0,0,1,1,2
"507","8530",0,0,0,1,1,2,0,0,0,1,1,2
"508","8540",0.00171354819525839,0.00128516110189154,0.01923077,2,2,3,0.07692308,0.057692308,0.01923077,2,2,3
"509","8555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","8600",0.00700405877590607,0.00600613916441466,0.044444446,3,3,4,0.101455031,0.0866402143333333,0.0148148153333333,2,2,3
"511","8610",0.00171453177962738,0.00171453177962738,0,2,2,2,0.079999998,0.079999998,0,2,2,2
"512","8620",0.00259586270027462,0.00259586270027462,0,2,2,2,0.125,0.125,0,3,3,2
"513","8630",0.011299670624329,0.00828977122996666,0.141447369,4,4,5,0.13377193,0.09841008625,0.03536184225,3,3,4
"514","8640",0.00472334297079514,0.00472334297079514,0,3,3,2,0.1128364385,0.1128364385,0,2,3,2
"515","8650",0.00417226108701095,0.00417226108701095,0,3,3,2,0.0653907513333333,0.0653907513333333,0,2,2,2
"516","8710",0.00232991004806739,0.0015532734016213,0.035714287,2,2,3,0.05357143,0.0357142875,0.0178571435,2,2,3
"517","8720",0.00118579948210994,0.000790533010208216,0.017857144,2,2,3,0.053571429,0.035714287,0.017857144,2,2,3
"518","8730",0.00246033735007407,0.00246033735007407,0,2,2,2,0.11111111,0.11111111,0,2,3,2
"519","8740",0.010798176728233,0.00573653138687377,0.234375,4,3,5,0.5,0.265625,0.234375,5,4,5
"520","8750",0.000892325232908752,0.000892325232908752,0,1,2,2,0.031060606,0.031060606,0,1,2,2
"521","8760",0,0,0,1,1,2,0,0,0,1,1,2
"522","8800",0,0,0,1,1,2,0,0,0,1,1,2
"523","8810",0,0,0,1,1,2,0,0,0,1,1,2
"524","8830",0.00145951639420836,0.000729758197104178,0.03125,2,1,3,0.0625,0.03125,0.03125,2,2,4
"525","8850",0.00126690072684182,0.00126690072684182,0,2,2,2,0.05882353,0.05882353,0,2,2,2
"526","8865",0.0117889793531884,0.00921648303641827,0.1141180484,4,4,4,0.0586255022666667,0.0459457181111111,0.0126797831555556,2,2,3
"527","8910",0.000763541523403773,0,0.033333335,1,1,3,0.033333335,0,0.033333335,1,1,4
"528","8920",0.000145083372477628,0,0.0065789474,1,1,3,0.0065789474,0,0.0065789474,1,1,3
"529","8930",0,0,0,1,1,2,0,0,0,1,1,2
"530","8940",0,0,0,1,1,2,0,0,0,1,1,2
"531","8950",0.000652698294444546,0,0.029411765,1,1,3,0.029411765,0,0.029411765,1,1,3
"532","8990",0.043729785430408,0.0340433497832006,0.4282430874,5,5,5,0.102043032126316,0.079503921,0.0225391098631579,2,2,3
"533","9005",0.0352457236625728,0.0277885287648615,0.352554037,5,5,5,0.267797015,0.209037995,0.0587590061666667,4,4,4
"534","9030",0.0042078822751385,0.00294680898604812,0.05769231,3,3,4,0.096153849,0.067307694,0.028846155,2,2,3
"535","9040",0.0067547865752331,0.00366034928514456,0.132850241,3,3,5,0.13768116,0.0712560395,0.0664251205,3,2,4
"536","9050",0.00243740570598215,0.00243740570598215,0,2,2,2,0.1,0.1,0,2,3,2
"537","9110",0,0,0,1,1,2,0,0,0,1,1,2
"538","9121",0.00356859101994946,0.00356859101994946,0,2,3,2,0.15730707,0.15730707,0,3,3,2
"539","9122",0,0,0,1,1,2,0,0,0,1,1,3
"540","9130",0.0071846690877283,0.00545599246857375,0.083333336,3,3,4,0.110727087,0.0829493083333333,0.0277777786666667,2,2,3
"541","9141",0.0053556590244169,0.0053556590244169,0,3,3,2,0.118249638,0.118249638,0,2,3,3
"542","9142",0.00178706800446744,0.00178706800446744,0,2,2,2,0.079192206,0.079192206,0,2,2,3
"543","9150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","9210",0.00399937243253381,0.00399937243253381,0,3,3,3,0.093333335,0.093333335,0,2,3,3
"545","9240",0.00379015243298936,0.00284261427262743,0.045454547,3,3,4,0.18181819,0.13636364,0.045454547,3,3,4
"546","9265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","9300",0.000757021367550547,0,0.035714287,1,1,3,0.035714287,0,0.035714287,1,1,4
"548","9310",0.00279881833339979,0.00279881833339979,0,2,2,3,0.06666667,0.06666667,0,2,2,3
"549","9330",0.00488043859077467,0.00488043859077467,0,3,3,3,0.23529412,0.23529412,0,3,4,3
"550","9350",0,0,0,1,1,3,0,0,0,1,1,3
"551","9365",NA,NA,NA,NA,NA,NA,0.055555555,0.055555555,0,2,2,3
"552","9410",0.00478337261558958,0.00195377191460543,0.13333334,3,2,5,0.22539683,0.092063494,0.13333334,3,2,5
"553","9415",0.00313021812481292,0.00156510906240646,0.071428575,2,2,4,0.14285715,0.071428575,0.071428575,3,2,4
"554","9430",NA,NA,NA,NA,NA,NA,0.13370535875,0.079464286875,0.054241073125,3,2,4
"555","9510",0,0,0,1,1,3,0,0,0,1,1,3
"556","9570",0.0154278740940147,0.011408211667743,0.186460493,4,4,5,0.0500663841428571,0.0367477775,0.0133186066428571,2,2,3
"557","9600",0,0,0,1,1,3,0,0,0,1,1,3
"558","9610",0,0,0,1,1,3,0,0,0,1,1,3
"559","9620",0.00166209095986503,0.000524870815508172,0.051587302,2,1,4,0.075396828,0.023809524,0.051587302,2,1,4
"560","9630",0.00178004486218539,0.00178004486218539,0,2,2,3,0.07692308,0.07692308,0,2,2,3
"561","9640",0.00192059272057052,0.00192059272057052,0,2,2,3,0.083333336,0.083333336,0,2,2,3
"562","9645",0.00186929206454131,0.00149543367855085,0.016666668,2,2,3,0.083333336,0.06666667,0.016666668,2,2,3
"563","9650",0.00568726959092806,0.00568726959092806,0,3,3,3,0.0879120916666667,0.0879120916666667,0,2,2,3
"564","9720",0.000681071215837279,0,0.03125,1,1,3,0.03125,0,0.03125,1,1,4
"565","9760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","9800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","9810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","9825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
