"","census_2018","AIOE_sim","AIOE_quint_sim","AIOE_admin","AIOE_quint_admin","AIOE_wgt","AIOE_quint_wgt"
"222","3402",NA,NA,-0.6863446,2,NA,NA
"223","3421",0.000175652725461289,3,0.0070256,3,0.181204151511287,3
"224","3422",-0.00485321307524425,3,-0.2203484,3,0.123470941686454,3
"225","3423",-0.0111484472885804,2,-0.4830476,2,0.101803511797066,3
"226","3424",-0.00833107268694631,3,-0.3623179,3,0.131772701256457,3
"227","3430",-0.0245415076236935,2,-0.184330416666667,3,0.1394042883452,3
"228","3500",-0.0115975586912321,2,-0.5137373,2,0.108292895030077,3
"229","3515",NA,NA,0.5738765,4,NA,NA
"230","3520",0.00269094082776829,3,0.1013966,3,0.258846961376538,3
"231","3545",0.00698669278048389,3,0.06039275,3,0.276651757436576,3
"232","3550",0.06282345156435,5,0.409846266666667,3,0.230411582417266,3
"233","3601",-0.0143962389961229,2,-0.644942,2,0.0466746536386997,2
"234","3602",-0.0138391149934685,2,-0.5737774,2,-0.0554424383028636,2
"235","3603",-0.0210911764213501,2,-0.9040212,2,-0.0817657366187523,1
"236","3605",-0.0675557215509438,1,-1.02660606666667,1,-0.0839113296235887,1
"237","3610",-0.0244325806229308,2,-0.5444042,2,0.0163533444787993,2
"238","3620",-0.0322529146994579,1,-0.70659,2,-0.0233369840672438,2
"239","3630",-0.0373393797376097,1,-1.410233,1,-0.232628441849224,1
"240","3640",-0.0123659732470171,2,-0.5268759,2,0.0673440062942542,2
"241","3645",0.00361615579568682,3,0.1497917,3,0.216520668762226,3
"242","3646",0.0387973274995157,4,1.06259,4,0.526116562714939,4
"243","3647",-0.00381764998196907,3,-0.1552654,3,0.090618513860266,3
"244","3648",-0.0178526745942189,2,-0.7735824,2,-0.0409847425811589,2
"245","3649",-0.00659578163039941,3,-0.2778475,3,0.0855648406238199,2
"246","3655",-0.0200782305804639,2,-0.135755825,3,0.15218049088708,3
"247","3700",-0.011629525002333,2,-0.5584278,2,0.0582604882332476,2
"248","3710",-0.00394414389812652,3,-0.1923298,3,0.168810736055484,3
"249","3720",-0.0119389048378653,2,-0.593021,2,0.0822185533535362,2
"250","3740",-0.0267197837428129,1,-1.320232,1,-0.0763495143555234,1
"251","3750",-0.00310817831243196,3,-0.07580985,3,0.164628368970761,3
"252","3801",-0.0117057078079114,2,-0.5103183,2,0.0296454729525179,2
"253","3802",-0.0182155810515398,2,-0.8875365,2,0.00256151497616225,2
"254","3820",0.00503100704086719,3,0.2257696,3,0.313236983923156,4
"255","3830",-0.00946584671086043,3,-0.4585168,2,0.0979687364978545,3
"256","3840",-0.0129735317868347,2,-0.6239931,2,-0.00362469202602884,2
"257","3870",-0.029970719482158,1,-0.7443319,2,0.087188579631709,3
"258","3900",-0.0124025674741936,2,-0.5946321,2,0.0220627620450609,2
"259","3910",0.0183318715780053,4,0.7483108,4,0.381005089012391,4
"260","3930",0.00894472735004565,3,0.1687756,3,0.193014532235997,3
"261","3940",-0.0126235493443881,2,-0.5699511,2,-0.0392036293733073,2
"262","3945",-0.0109158398321244,2,-0.5068558,2,0.0588457031525124,2
"263","3946",NA,NA,0.0764088,3,NA,NA
"264","3960",-0.0291739413860746,1,-0.27916556,3,0.0645222674929993,2
"265","4000",-0.00621667527151347,3,-0.2676433,3,0.126310857163956,3
"266","4010",-0.0059173223548206,3,-0.2575492,3,0.125648974539745,3
"267","4020",-0.0794036192432197,1,-0.6942435,2,-0.0416688953884668,2
"268","4030",-0.0299662326450309,1,-1.226416,1,-0.200369116392549,1
"269","4040",-0.0142838676936778,2,-0.6159883,2,0.0391767295726589,2
"270","4055",-0.0237369609155502,2,-0.5078111,2,-0.000373087862913967,2
"271","4110",-0.0236993026828488,2,-0.9481003,2,-0.0638228797837538,1
"272","4120",-0.0169053473684206,2,-0.7270206,2,-0.10953796692333,1
"273","4130",-0.0532335053767736,1,-1.927078,1,-0.363359062691612,1
"274","4140",-0.0421527125589698,1,-1.738612,1,-0.278163761121725,1
"275","4150",-0.00148850293302613,3,-0.0565477,3,0.092913824984526,3
"276","4200",-0.0126591487872924,2,-0.5854128,2,-0.000768786137222239,2
"277","4210",-0.0113113038362234,2,-0.5548871,2,0.0373051532439093,2
"278","4220",-0.0735326012930308,1,-1.458429,1,-0.309316063374318,1
"279","4230",-0.0384801421087109,1,-1.480657,1,-0.315970943599111,1
"280","4240",-0.0146386791540558,2,-0.7255374,2,0.0278343629686668,2
"281","4251",-0.0418348829588736,1,-1.824293,1,-0.280876892411368,1
"282","4252",-0.0375497451203149,1,-1.727035,1,-0.193649403604754,1
"283","4255",-0.0945660421895778,1,-1.47870716666667,1,-0.167540618791932,1
"284","4330",0.0482580066334024,5,0.46295045,3,0.250213821772524,3
"285","4340",-0.0189523518139159,2,-0.9167759,2,-0.0306932964994491,2
"286","4350",-0.021053661698231,2,-0.8890408,2,-0.108241264230718,1
"287","4400",0.0129601043407475,3,0.2629292,3,0.180185811590114,3
"288","4420",-0.00551203581295693,3,-0.2420959,3,0.023164254686665,2
"289","4435",-0.0315588683497192,1,-0.202615857142857,3,0.0547265051850078,2
"290","4461",-0.0312085557362606,1,-0.4886874,2,0.0156410147088033,2
"291","4465",-0.00405213644744957,3,-0.1903759,3,0.0983834925493196,3
"292","4500",-0.0202211746860351,2,-0.7294621,2,-0.0847834528329939,1
"293","4510",-0.0187068835527399,2,-0.6824517,2,0.0313637648918919,2
"294","4521",0.00111101318672511,3,0.0335124,3,0.141133515486703,3
"295","4522",-0.00716813850576911,3,-0.2628396,3,0.0893880316751678,3
"296","4525",-0.0421901463248896,1,-0.398578,2,0.0356648430985268,2
"297","4530",-0.00669630837933703,3,-0.2080915,3,0.0640336293566184,2
"298","4540",0.0243426974392725,4,0.48273945,4,0.339180077972596,4
"299","4600",-0.00840128001417536,3,-0.3834794,2,0.0739073791183365,2
"300","4621",-0.0523398960495576,1,-2.111948,1,-0.329041679721555,1
"301","4622",-0.00597997277042881,3,-0.2441154,3,0.100846619492942,3
"302","4640",0.0111668659995091,3,0.4746119,4,0.225333307941676,3
"303","4700",0.000461610189637205,3,0.0191826,3,0.181796494561225,3
"304","4710",0.0437178275908962,5,1.316195,5,0.594820559227985,5
"305","4720",-0.00681206882541988,3,-0.14909065,3,0.0872733729488805,3
"306","4740",0.00169763544947315,3,0.0784367,3,0.128333345319275,3
"307","4750",-0.00265014028092063,3,-0.1184909,3,0.159675857659015,3
"308","4760",0.00218102997490924,3,0.0873069,3,0.168350371657731,3
"309","4800",0.0354998761654034,4,1.162588,5,0.54758134842093,5
"310","4810",0.0477836168985169,5,1.341258,5,0.624431339717529,5
"311","4820",0.041617377105369,4,1.256298,5,0.588034143644911,5
"312","4830",0.0375839442976731,4,1.133598,5,0.512686250360893,4
"313","4840",NA,NA,1.302674,5,NA,NA
"314","4850",0.0461609518383244,5,0.8568333,4,0.389631897674075,4
"315","4900",-0.0272177419407244,1,-0.4992279,2,-0.0187030046736669,2
"316","4920",0.057053991497489,5,1.00731275,4,0.427474945512041,4
"317","4930",0.0373029641304,4,1.145416,5,0.595117774424875,5
"318","4940",0.0681668646719175,5,1.118129,4,0.491785980045981,4
"319","4950",0.0416356214738611,4,1.107101,4,0.468363274697255,4
"320","5000",0.0315172972274803,4,1.038688,4,0.479412624943548,4
"321","5010",0.0330975708041656,4,0.9832644,4,0.4831027331331,4
"322","5020",0.0378609074415878,4,1.019712,4,0.509704526818021,4
"323","5040",NA,NA,0.926126,4,NA,NA
"324","5100",0.0440244281960964,5,1.271991,5,0.583819460414351,5
"325","5110",0.0457774359238987,5,1.333455,5,0.610855688596386,5
"326","5120",0.0355724471503475,4,1.039749,4,0.508391636163858,4
"327","5130",0.0111037815254206,3,0.4026518,3,0.239981691062922,3
"328","5140",0.0440126204643813,5,1.257632,5,0.563104966948273,5
"329","5150",0.0601463373286639,5,1.487838,5,0.696316342508828,5
"330","5160",0.0121317593178068,3,0.4727723,3,0.28584303411112,3
"331","5200",0.0378860529973481,4,1.144877,5,0.586732315975389,5
"332","5210",0.0394420380314607,4,1.149758,5,0.547439190075216,5
"333","5220",0.0415364099313537,4,1.166267,5,0.536210066151416,4
"334","5230",0.0555844501686387,5,1.440296,5,0.653045833326232,5
"335","5240",0.0309916529437901,4,0.9562519,4,0.583697161437572,5
"336","5250",0.0430843449656831,5,1.226286,5,0.565475617617015,5
"337","5260",0.0082033109005075,3,0.2839743,3,0.242575508706947,3
"338","5300",0.0165385363682584,4,0.6063127,4,0.286781845859659,4
"339","5310",0.0459573982924019,5,1.297031,5,0.572039041192381,5
"340","5320",0.00519271237214796,3,0.2038919,3,0.191390460452254,3
"341","5330",0.0466484643528672,5,1.364395,5,0.614330161051354,5
"342","5340",0.0378554675398348,4,1.174998,5,0.495307086732132,4
"343","5350",0.0240374211813364,4,0.8388861,4,0.39174457354541,4
"344","5360",0.0507885369336596,5,1.353098,5,0.626800268742633,5
"345","5400",0.0335949224672688,4,1.013186,4,0.482729006681055,4
"346","5410",0.00563593341931527,3,0.227312,3,0.236855123111746,3
"347","5500",0.0480108491839435,5,1.405415,5,0.667957379607096,5
"348","5510",-0.0198134148974158,2,-0.9591126,2,-0.0794215426427706,1
"349","5521",0.0235263063046035,4,0.9074452,4,0.421225938541947,4
"350","5522",0.0409664006146731,4,1.234523,5,0.600841858984779,5
"351","5530",-0.0203424540814775,2,-0.9723772,1,-0.111289131803401,1
"352","5540",-0.0123668107171049,2,-0.5186997,2,0.0330166122641042,2
"353","5550",-0.0228143145418028,2,-1.064715,1,-0.12494773962723,1
"354","5560",-0.0281595322943922,1,-1.185001,1,-0.126975087660691,1
"355","5600",0.017658947232043,4,0.6999103,4,0.297196862002972,4
"356","5610",-0.0155259124135728,2,-0.7463213,2,-0.0336098612255573,2
"357","5630",-0.00407076773505911,3,-0.1860789,3,0.136186567476016,3
"358","5710",0.0343307055836419,4,1.079643,4,0.50094360046249,4
"359","5720",0.0354160163019722,4,1.014541,4,0.479605236352593,4
"360","5730",0.0450022123881054,5,1.217982,5,0.561564396066611,5
"361","5740",0.0392298060038422,4,1.099056,4,0.508218094753935,4
"362","5810",0.00890781955590921,3,0.3108081,3,0.262889866426928,3
"363","5820",0.0211125580304017,4,0.6219606,4,0.360600997046736,4
"364","5830",0.00826580218606459,3,0.3437743,3,0.267824751016638,3
"365","5840",0.042566615072612,4,1.240201,5,0.544467900079023,5
"366","5850",-0.0178683693010042,2,-0.8184676,2,-0.0562824798139291,2
"367","5860",0.0305045165267028,4,0.9888986,4,0.467952357705284,4
"368","5900",-0.0120458479707231,2,-0.5171404,2,0.0272694474248186,2
"369","5910",0.0491507565859267,5,1.288375,5,0.526770569378021,4
"370","5920",0.0482220931052865,5,1.389965,5,0.643982682810351,5
"371","6005",-0.00972359890938169,3,-0.4791843,2,0.0999293231138431,3
"372","6010",0.00372873678012764,3,0.1704867,3,0.207709491312247,3
"373","6020",-0.0231610051804134,2,-1.044292,1,-0.136724692953946,1
"374","6040",-0.0423353558330471,1,-1.370968,1,-0.3679076137055,1
"375","6050",-0.0814473321728062,1,-1.284979,1,-0.131390705987207,1
"376","6115",-0.0610314846670405,1,-1.409023,1,-0.168339079649535,1
"377","6120",-0.0218213223093967,2,-1.064205,1,-0.0280692863692231,2
"378","6130",-0.069958234274432,1,-1.09197983333333,1,-0.0837336050829051,1
"379","6200",-0.00626092516890343,3,-0.3054048,3,0.111564796575797,3
"380","6210",-0.0230706515332538,2,-1.097532,1,-0.0635839314162972,1
"381","6220",-0.0737273482049071,1,-1.7345495,1,-0.190035938429468,1
"382","6230",-0.0274290794953022,1,-1.323631,1,-0.116529404646102,1
"383","6240",-0.127005055668739,1,-1.45993825,1,-0.183409158296181,1
"384","6250",-0.0783453785813959,1,-1.776736,1,-0.225685812964473,1
"385","6260",-0.0352018781694354,1,-1.622988,1,-0.223206550591875,1
"386","6305",-0.072900860824868,1,-1.0954186,1,-0.0948259544223263,1
"387","6330",-0.0701262127425569,1,-1.5943725,1,-0.227137346190494,1
"388","6355",-0.0160010994097874,2,-0.7796905,2,-0.00269673588100455,2
"389","6360",-0.0305039693013881,1,-1.388901,1,-0.195494978311395,1
"390","6400",-0.0623790529033469,1,-1.4436935,1,-0.168825649201042,1
"391","6410",-0.0774460629211337,1,-1.65776,1,-0.25351775179888,1
